RegionID,SizeRank,RegionName,RegionType,StateName,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,housingPercentChange,discrepancy
102001,0,United States,country,USA,188211.1552608658,189021.3195865093,189847.79885570044,190756.06606677617,191755.43277603315,192723.2152133184,193721.8659051526,194766.9192668354,195922.69208489507,197129.1211437492,198206.34847361883,199273.57468649416,200429.78223707748,201585.3736883153,202435.26890421903,203206.47984683467,203987.54491775783,204940.5650437576,205676.02228111427,206372.69291720368,207140.21060591657,208093.8169926841,209137.40101092172,210241.64370016757,211346.09138141255,212491.41088889327,213668.47303578837,214960.1979704248,216130.54253240823,217225.7877577884,218149.50848775936,219082.31740474713,220061.82578332428,221179.97075902516,222398.7401916129,223670.4936621188,224936.7965497841,226157.45342276528,227565.53910611177,228842.10256875973,230082.57024383624,230993.56214933857,232134.90508735352,233227.205280429,234317.66908956933,235060.4069711185,235811.65009932575,236621.3257902308,237618.76760555865,238794.2707639016,240062.41372829757,241204.9248565388,242067.65724157065,242826.1424922395,243526.18574206703,244286.67093488632,244954.0469858623,245867.58303109024,247090.23525707948,248514.25231779343,250049.07693872697,251551.4973984755,253128.9628427675,254507.49738959735,255298.8260361592,255766.55700365268,256528.1901997562,258283.39622205883,261246.93939798375,264829.2150009998,268855.5899053811,272764.2636418322,276542.1377468571,280416.77925283497,284449.50816416467,288829.9718892253,293649.3862120704,298819.1941430545,303413.95824720315,306615.33373371296,308489.58656797424,310335.30409159145,312920.1453224993,316155.50888309366,320700.2842028796,326181.53184296895,332629.95026386,339020.7936174064,344703.2436721024,349430.7008343987,351906.7990704079,352272.7728836351,350965.103894971,349689.2842481683,348607.8814439777,347625.5326683353,346404.9249924491,345570.86127996043,345613.57711650804,346691.1886021302,348427.543021468,350445.5455865424,352244.1983355998,353877.42048523406,355084.1720982476,355986.448326615,356640.3655067985,357118.5767602939,357576.0357109918,358418.37295931944,360011.6029271695,361969.3621642916,363503.3218657279,364165.9069953514,364384.81058956863,93.60425798594207,18.57705668059546
394299,251,"Abilene, TX",msa,TX,116800.59505004232,117081.8119752423,117607.01125330546,118188.85582203716,118650.04409915525,119059.8165432439,119643.2952040345,120633.45429122775,121837.64532633736,122838.50032573544,123178.45062942832,123256.31103995464,123506.39982511464,124035.12304528888,124443.58425325518,124859.354918784,125354.87733064916,126021.23989293064,126520.0008201088,127084.18576891616,127692.02293983487,128207.97014788802,128510.18169655737,128576.69358490546,128685.53246412688,128699.28504155876,128716.02877444612,128737.526524421,128758.48416836969,128817.02993120468,128915.47559111548,129430.1126969384,130374.96184841082,131351.76883037886,132028.38966667818,132456.66971050724,133031.47621673145,133547.12752453153,134348.65915638884,135118.03720574317,136081.77143030753,136894.11903777893,137777.28775868696,138625.385831226,139394.83626270518,139970.3785291775,140500.3568355,140904.13327408084,140980.5706133953,140771.65275995288,140689.9631948444,140891.91572404822,141347.50468356072,141756.51860105616,142095.30034526257,142209.22969445688,142106.46903250532,142199.37705103704,142574.34309095645,143322.12894425893,144117.71486079713,144993.32422973693,145676.6560396751,146092.84423768905,146193.65959954847,146348.2070798909,147071.98384776173,148417.08111607414,150468.15186291712,152490.4895244109,154311.977029016,155666.4985876944,156990.92318018814,158447.34792294374,159846.34951249414,161333.5387590564,163094.01159049853,165228.9468632446,167330.63446928986,169022.08488112278,170256.05614404252,171629.0307160497,173297.2113270836,175242.82505780552,177450.90181038188,179725.69362078453,182002.60653830215,183897.937753108,185449.68551532857,186875.4564236316,187803.49637376447,188154.76614759245,188013.56620547,188069.77655324255,188332.43321091257,188524.38271655867,188669.01514918692,188857.45624426784,189248.6668752938,189753.82979055797,190475.8715150562,191252.4595126831,191629.1136941514,191894.0472581857,191880.60766148413,191786.1275968874,191428.6755494335,191104.71308343625,191168.64655558617,191895.5862115602,193224.7853138601,194664.9108744923,195355.0619916845,195459.36644752097,194900.82198282745,66.86629199048488,9.557222678643683
394304,83,"Akron, OH",msa,OH,120102.16382787796,120101.11131024318,120096.43811889064,120548.21197976248,121246.09073216697,121971.37380010309,122564.90117592918,123248.9507813955,123881.54435640069,124493.8470112898,124910.46778203084,125521.02031597824,126287.13352323644,127301.02733901337,127788.42659437549,128046.73691643414,128026.16634826626,128334.77173925708,128609.82054777416,128999.99866378529,129379.5399730662,129837.279161379,130325.12150848738,131011.83919144917,131622.40779383862,132086.49035113424,132431.87739431634,133017.4004771165,133686.52956811423,134487.0222958338,135245.1420805225,135946.2507419975,136449.14778968284,136969.40220127165,137788.98322961415,138647.78207442418,139471.623425273,140068.19125044343,140844.48355342675,141611.1969646256,142288.82174092345,142787.1643148964,143286.21287708465,143869.31089395512,144591.45601093167,145212.51659686552,145980.94076603925,146695.72037005748,147487.69483391513,148508.68608156763,149455.26232831762,150245.20812756108,150734.3815109939,151340.99635022486,151899.7800793368,152201.83282850208,152459.68766580382,152870.71414356006,153579.17467490668,154179.29169352507,154887.9376604415,155758.4367378916,156839.89949070977,157963.94832387823,158571.60598524235,158953.6682215158,159467.1970756233,160698.89597321287,162708.42536837936,165127.11187614346,167909.71525690937,170468.98624614885,172713.43412122538,174785.05886013433,176920.43478814818,179135.48026573195,181410.02908478407,183829.2957833529,185768.23615164484,186496.23902045327,186065.12303150244,185461.80899780756,185373.7875614812,185737.6669929859,187397.75518942645,189975.8976883176,193084.47373660968,195915.17039998007,198202.958025426,200420.52329594837,201792.992186064,202435.3842523083,202401.9344130821,202454.17959950256,202644.75018234664,202651.94610945543,202076.5902859968,201880.3576830741,202408.63331129905,203870.64776310895,205689.86901062587,207574.1994765778,209369.610488746,210833.2976029873,212058.64602005808,212905.9846408247,213580.4355187463,214016.22895524392,214378.7175646544,215226.84593218195,216930.7760635939,219253.22528469577,221406.4788549497,222904.0479985535,223822.77125712656,86.36031535442919,16.55300657578468
394308,64,"Albany, NY",msa,NY,202239.26141451,202746.23889786075,203199.32891920907,203607.2854618226,204017.13861654451,204306.7766831007,204753.95628795217,205276.24496000935,205868.00163807685,206187.129158644,206304.21988123705,206566.3181117344,207121.069473502,207817.2298850991,208151.2503271472,208484.77250749155,208716.39409346227,209193.5899090999,209494.75604930965,209894.7085950851,210270.61097370632,210758.5712052631,211382.5110636734,212021.31788759097,212523.57551456397,212789.95603876057,213022.778121408,213698.57130908547,214645.80095128273,215819.59726299855,216793.76246204655,217614.67159398895,218386.4992731108,219232.86909325505,220157.7121650918,220995.3825346278,222038.34171470453,222755.9008142097,223686.25744320356,224408.5429606352,225448.62340014867,226420.01284762993,227636.57741878423,228750.0049657623,229673.87701694935,229949.37917954873,230140.01128115013,230198.63363161008,230681.2689613076,231454.6926677186,232613.03161106975,233599.3405168578,234228.98688094295,234925.9153162291,235627.83942222217,236385.4299416842,236879.0179617236,237473.63318367253,238438.21301407737,239426.71710111495,240482.98903613,241322.1358411451,242073.76280735084,242743.59796409553,243197.3582451001,243942.8053496077,244924.27625260872,246373.03112689985,248609.43698710247,251301.28549623195,254455.79417424335,257380.26989779237,260022.81324089237,262726.95704717847,265596.8151625547,268477.1230561507,271842.0355863906,275301.8366466111,278560.3940735702,280563.96206420765,281500.77100485,282272.91740998224,283549.0951909863,284794.78663660097,286734.0808402341,288994.51126931317,292198.52501277835,295837.83318966837,299371.77717259066,303100.4859609787,305799.2634674182,307716.80982315517,308138.3368487123,308353.6083188223,308381.86308446,308469.2851097418,308056.64328104863,308445.61654653563,309350.3334246707,311054.1289703165,312839.3181037537,315206.376247532,317720.5462105297,319741.90103936906,321160.4111216187,322092.92350559065,322925.40050489455,323988.0270203836,325163.55285438866,326799.0027030367,328968.8740161541,331765.3067112922,334428.769717156,336441.34614126093,338039.246133223,67.14818070877794,0.3517226504517481
394312,62,"Albuquerque, NM",msa,NM,173035.3422852578,173603.09428174226,174285.04898185568,175055.55819987613,175507.48603763015,175571.5934605672,175591.7539089175,175928.73352264383,176644.7477154641,177408.43165260102,177977.8734933678,178794.01959822225,179660.70423492385,180544.1999244934,181041.5340552671,181773.83559203625,182735.461003511,183796.94865401732,184457.9252132615,184887.22536505997,185027.26296369755,185511.36947154804,186148.4351778172,186858.21637927231,186968.41619630888,186991.61871389617,187154.3916941913,187981.9994866083,188693.5411165744,189346.16866189393,189773.71098474617,190241.667894572,190763.5495988479,191326.45116301216,192094.05178679273,192911.56925686655,193524.61580124128,194095.50748498607,194744.01355788892,195469.9805965332,196161.25521984664,196715.4891123269,197508.9130410104,198402.48229681587,199376.67854155783,200000.2526240461,200579.7507784113,201100.17155322872,202127.40727338975,203456.7486073127,205168.92855869883,206904.07069880585,208517.34906159723,209754.4636941211,210653.09214953345,211488.04883152028,212334.37214811088,213273.9943952733,214435.02049339807,215868.77860347836,217441.15250968895,218872.162673953,220506.9500289013,222173.50232457588,223651.5545421443,225074.44441018935,226832.69294186425,229325.37580928952,232546.6603269571,236198.47246416265,239707.81712355997,242947.89559075588,246184.91738519995,250047.5588560721,254361.68821861857,258923.8166889304,263383.3989846017,267736.3658762338,271378.3428706837,274140.02863431623,275917.25812419533,277511.44340398285,279650.17504363606,282357.77689993934,286494.92799613246,292210.56026605115,299093.3120607376,305613.632546501,310694.09339742153,314869.45748706564,317366.97711764387,318118.4178585631,317173.09142000304,316131.0890087417,315393.1585760805,315022.4381548294,314511.06950191036,314542.88865673327,315231.91709150415,317006.5963929214,319389.2683696085,321883.89690819057,324411.5695879897,326868.0579354391,329088.39403307927,330861.31485876744,332237.41718237975,333351.6291800767,334461.994196373,335570.2836672174,337338.946222017,339196.99813996215,340541.5889244367,340771.31508305226,340734.1710756319,96.9159401632031,13.441365670633544
394318,70,"Allentown, PA",msa,PA,186531.92010499816,186243.71713182307,186196.17552622364,186256.92750387915,186609.4499822867,186936.58535949365,187606.2705822472,188509.25347862008,189544.57267331643,190269.67439286353,190582.0048027899,190792.5473733511,191215.0793199892,191831.93232077037,192058.8110164001,192057.29744268293,192154.35890449933,192579.22270986217,193053.29227214144,193402.894258562,193799.61427040945,194254.6357436716,194756.50576229792,195336.62024271683,195999.2255813072,196663.67312152512,197308.4861979732,197990.4763996919,198614.96813171497,199397.3292805848,200114.86322786263,200831.8620392415,201393.34093680608,202042.4357426027,202850.12317356304,203685.45163383317,204551.25220441137,205358.46796167747,206307.60105987245,207242.20921877417,208082.48206460572,208988.32282545892,210011.5314453292,211063.20452569472,211887.3996472245,212313.26820096513,212747.1564187541,213148.32708529945,213693.00574669856,214370.47484502196,215092.6649211118,215804.20448658345,216362.3606612913,216783.67217397224,217158.73072689035,217385.77647373427,217702.6411605587,218405.1473907955,219595.36542396527,221004.67086633175,222702.10159146332,224222.75701023775,225844.0870171991,227297.4413822987,228428.37157564645,229322.59508985432,230041.34685227257,231339.91116329687,233523.79605971664,236649.73792084664,240782.20650805897,245224.38351076885,249480.09835163192,253501.78718392295,257326.1210323838,260846.53057928928,264382.69943339116,268158.4206178106,271306.5917811514,273209.30734597106,273407.8174738776,273628.4473843628,274621.42324160674,276645.72377526533,280304.894244148,285090.7822683484,290771.8260585271,296161.1324214374,300585.33045987104,304105.5183306592,305790.05459281494,305967.3976990571,305391.9218933665,305353.9779868188,305870.052613161,306290.7667255264,306190.56311751093,305978.59986020013,306541.97589196445,307929.3343858904,310134.1996069499,312636.608064556,315462.5551185869,318335.9426518604,320838.92274723295,322603.1691249954,323860.5021785947,325015.36921800114,326179.1913494589,327815.0927226567,330261.80156779796,333103.4362963811,335512.4378685265,336576.4975727276,337281.0043793092,80.8167761257456,10.54306305326817
394332,148,"Ann Arbor, MI",msa,MI,250747.51575630964,252161.2178123725,253301.55764088765,254556.9205614023,255547.3412427201,256166.086082887,256995.03716518285,258292.6035817551,260482.40118000624,262739.80408527376,264662.1950174856,266523.6379477917,268471.9927837421,270333.8359396039,271299.4678701037,271978.6008974929,272614.34216649673,273600.7180609421,274665.4782717561,275300.9116073041,276116.1899116962,276803.17846617644,278104.4057993601,279704.1888988923,281244.16367970617,282881.5444969747,284326.2353827914,286526.4531502831,288601.4173455248,290912.99113618396,292776.31914310314,294239.381650979,295296.9714744918,296026.26834197284,297050.760742981,298152.23327071645,299767.98094023863,301427.1310961695,303561.7876666439,305596.64635499706,308113.8401876882,310298.79784384853,312710.2046187197,314270.3019025608,315611.4016535792,316263.98423255095,317053.66062639345,317801.9755655645,319021.5697789468,320833.31448191026,323131.7092742308,325402.2345459762,327034.70197492425,328173.26250552206,328773.2988575716,328945.63008183235,329123.3265016205,329666.62257332285,330909.8647260917,332164.5060077954,332982.02103675745,333533.1268641769,334301.41666430427,335378.8121941388,335583.3444190431,334987.0094652792,334375.3103270705,334984.0260495503,337315.8176699134,340375.78824308154,343888.2322677001,346966.2005451416,350014.9240968924,353804.5443307031,357817.9770964063,362428.4751131746,366601.0340414815,370302.0635588157,371977.0342291805,371950.1991873572,370811.62943498854,370278.753943139,370960.5389987367,372748.7287085743,375968.0947231579,380438.29756646097,386108.034111054,392131.53865027806,397076.2208692332,400919.9679474153,402508.67837777286,402108.9823000734,400176.82922851335,398715.6229517112,398024.8373903763,397986.9291547714,398151.80176393426,398605.4901137205,400209.8932212046,402753.07639453496,406203.643344152,409068.0280247948,410997.02691670414,412204.8260339669,412329.6508855694,412091.5284696386,411329.0138277402,411510.8323168629,412156.0974340153,414158.7099036361,417331.34032650216,420869.0800678963,423533.4356454499,424674.2145556922,424918.1639953977,69.46056782008431,1.8106634010905935
394338,121,"Asheville, NC",msa,NC,205163.69635797144,206669.13134565027,207947.3087411801,209072.28325063025,210145.9564402425,211335.50061798232,212691.21869741275,214305.9257999375,216003.00290157375,217967.97137495127,219632.5808583215,221515.1880706967,223251.01292386017,224829.0955452863,225746.16429556572,226678.48332372215,227670.91090936,229094.1225382425,230219.11742243753,231680.12441299317,233278.00695261036,235257.3454472056,236950.6218539409,238364.45787539947,239578.2368278019,241024.60017033663,242962.06325963943,245361.9912458438,247552.42972915297,249446.18268069453,251018.7645560855,252819.22786916027,254493.05097919633,255936.57039198815,257206.04286444737,258654.21646933063,260295.79076159128,262223.94526210334,264226.7188087913,265894.6197688438,267137.2209995841,267974.01767145377,269219.5466856139,270199.11219110637,271107.3046536103,271695.90844732424,272634.56749306485,273769.8428053649,274243.55316905037,274252.15536187595,274319.6358421565,275105.2441505213,276082.12481408095,276970.19254890294,277858.478352503,278666.46587323846,279535.0926160004,280730.1283197691,282493.36531873554,284367.9830097684,286122.43914944393,287894.7901935502,289792.7045153736,291421.0809749807,292135.6643132718,292473.1138495998,293291.872211285,295476.1481951597,299049.93100847607,303365.28343047487,308094.1548999335,312910.10696565924,317747.4512714679,323246.33582981693,329148.33738986735,335287.0039969607,341584.3180768661,348088.6433808185,353573.93789731996,356811.34411476407,358402.06490925985,359917.9941951627,362524.7080430284,365740.48104246735,371167.10024524626,378290.4061679268,387079.6708456892,395816.7030693468,403654.48039524886,410226.56465100794,413946.392335935,415132.78032061533,414165.3833187504,413762.6133078392,413231.663667249,412424.96550417895,410728.141712388,409655.6243973784,410058.40756526875,411840.1577888055,414440.46181447274,417404.7122457704,420119.2123456569,422919.6104193393,425555.3294600348,427847.7337039641,430019.1135140606,431303.1234835507,432094.2881014412,432708.2350184829,434352.8345890033,436590.88541089767,438818.6306837974,440019.5697292844,440741.8209403889,114.82446883359844,15.263028664113122
394346,217,"Athens, GA",msa,GA,160037.8654448668,160375.1050042809,160768.13844267782,161349.09247854026,162001.9885188037,162376.38938866855,162759.21809678283,163192.23023436955,164076.4037790474,165009.56583249915,165874.927691387,166594.3861089306,167382.09824288078,168198.4741235541,168890.7541763474,169615.01357463803,170482.20179508175,171313.8381709872,171844.12296120313,172181.33135134916,172701.9387726481,173319.54368333545,173856.5627880888,174273.39275782168,174745.28973244,175575.39589960632,176720.60436179303,178238.68609418246,179684.04819592167,181012.95452900603,182337.1799906724,183783.32548765917,185345.26851082544,186949.79385793407,188267.6417101348,189320.16896796497,190055.4489863103,191102.02358226423,192497.3186840311,194016.20913789983,195440.73354869228,196506.30488076355,197937.56672710503,199363.39796640672,201177.87442560692,202708.91597000568,204558.64651420488,206377.80243099108,208131.06723891528,209773.95737426775,211495.56968343793,213252.99888089995,214677.4073733083,215871.33922851915,216859.37818089427,217976.12879639937,218981.85828833887,220526.19514554425,222369.2685972535,224410.01713444912,226406.52444528756,228361.21472919732,230456.63471694244,232355.1532201637,233721.68612920167,234771.5734489416,235992.9033418909,238155.6714211928,241510.45611935135,245543.84405204168,249930.4146200528,254215.52560300063,258333.3564293784,262461.99714800384,266225.0111956441,269946.2443334442,273996.9690965217,278653.31923270586,283113.55087778973,286450.9481150279,288998.24336941383,291830.6346316999,295597.2782749213,300175.0836528773,305891.25746788405,312193.80516948336,317988.249659567,322983.60623504367,326913.7604317474,330316.0817657116,331909.80011345824,331817.1048504415,330766.22322454414,329910.9169640544,329319.56606745924,328794.7730377017,328794.00103615416,329446.2018369928,331290.2352251484,333267.7978407577,335680.61254341475,337962.2861957637,340285.3472212073,342668.2397666503,344804.35455383215,346692.0643231986,348238.1867672804,349832.9558322262,351314.1564906316,352791.09262853843,355006.98946357303,357746.57608045544,360281.84917572903,361499.8716325583,361697.97308576247,126.00774640447064,9.492169285141316
394347,9,"Atlanta, GA",msa,GA,173077.75639049348,173947.91669089423,174847.80960208512,175867.52401039237,177003.80655666845,178123.08464437144,179361.53959895278,180598.2876912112,181923.99404569328,183182.5208946063,184400.3477316879,185688.7443553692,187155.1930071695,188627.84236807315,189789.24638637892,190974.98086130497,192093.0849517855,193200.9720524539,193887.25750649825,194428.89772847123,195184.4805382373,196310.5832525928,197742.60341716305,199357.30110550183,200859.2154193697,202367.05998861793,203824.8308842689,205305.67043917737,206589.89869844296,207693.63834577976,208792.6611210479,209893.12090870028,211082.938167752,212362.98137659123,213952.29319830996,215913.1563053614,217963.25932456172,219917.78611314317,221769.56299258093,223339.1993855963,224828.0914397644,225952.7986350851,227415.1566935928,228843.80351242624,230473.93681027243,231862.3641352431,233347.99663495156,234925.7267793268,236531.0026708769,238024.0799352775,239294.7582973754,240320.49406606483,241127.35568119748,241745.90170756067,242360.66999409,243067.883477266,243802.36548745513,244743.11200188557,246007.58046151605,247655.23385621273,249559.7931806303,251429.63837610057,253110.8670943547,254307.42602913233,254733.96619281123,254972.02322899576,255670.1274267676,257490.16390380493,260417.25665817223,264150.45063312404,268443.22936692793,272825.5290156339,277309.6619303916,282070.0837072443,287121.15333751985,292365.2918228642,298035.6324475583,304120.34048286395,309753.1417276782,314357.4448610365,318254.68310056813,322752.2539835929,328251.5702267219,334459.1281676379,342044.8171951338,350270.63086205785,359054.4659506334,367195.32068187307,374312.6220795317,380059.3073122101,383208.9139360827,383953.06073111034,382824.306336594,381415.92873029696,379943.9183224956,378313.2383426959,376561.4950778011,375275.47944347886,374989.8309435891,375450.0581452132,376789.4064345816,378596.24125658773,380632.4232483495,382536.75049426645,384137.087445373,385417.7769456098,386413.16070453794,387190.6799820945,387820.9160569368,388862.10708219325,390495.0047868733,392383.80267803365,393600.4729036053,393872.33976659994,393707.40353914694,127.47429349088317,30.363590009335084
